tool,description,href,toolbox,toolset
ASCII 3D To Feature Class,"Imports 3D features from one or more ASCII files stored in XYZ, XYZI, or GENERATE formats into a new feature class.",NA,Spatial Analyst toolbox,Zonal
Feature Class Z To ASCII,"Exports 3D features to ASCII text files storing GENERATE, XYZ, or profile data.",NA,Spatial Analyst toolbox,Zonal
Feature To 3D By Attribute,Creates 3D features using height values derived from the attribute of the input features.,NA,Spatial Analyst toolbox,Zonal
Features From CityEngine Rules,Generates 3D geometries  from existing 2D and 3D input features using rules authored in ArcGIS CityEngine.,NA,Spatial Analyst toolbox,Zonal
Import 3D Files,Imports one or more 3D models into a multipatch feature class.,NA,Spatial Analyst toolbox,Zonal
Layer 3D To Feature Class,Exports feature layers with 3D display properties to 3D lines or multipatch features.,NA,Spatial Analyst toolbox,Zonal
ASCII 3D To Feature Class,"Imports 3D features from one or more ASCII files stored in XYZ, XYZI, or GENERATE formats into a new feature class.",NA,Spatial Analyst toolbox,Zonal
Feature Class Z To ASCII,"Exports 3D features to ASCII text files storing GENERATE, XYZ, or profile data.",NA,Spatial Analyst toolbox,Zonal
Feature To 3D By Attribute,Creates 3D features using height values derived from the attribute of the input features.,NA,Spatial Analyst toolbox,Zonal
Features From CityEngine Rules,Generates 3D geometries  from existing 2D and 3D input features using rules authored in ArcGIS CityEngine.,NA,Spatial Analyst toolbox,Zonal
Import 3D Files,Imports one or more 3D models into a multipatch feature class.,NA,Spatial Analyst toolbox,Zonal
Layer 3D To Feature Class,Exports feature layers with 3D display properties to 3D lines or multipatch features.,NA,Spatial Analyst toolbox,Zonal
ASCII 3D To Feature Class,"Imports 3D features from one or more ASCII files stored in XYZ, XYZI, or GENERATE formats into a new feature class.",NA,Spatial Statistics toolbox,Analyzing Patterns
Feature Class Z To ASCII,"Exports 3D features to ASCII text files storing GENERATE, XYZ, or profile data.",NA,Spatial Statistics toolbox,Analyzing Patterns
Feature To 3D By Attribute,Creates 3D features using height values derived from the attribute of the input features.,NA,Spatial Statistics toolbox,Analyzing Patterns
Features From CityEngine Rules,Generates 3D geometries  from existing 2D and 3D input features using rules authored in ArcGIS CityEngine.,NA,Spatial Statistics toolbox,Analyzing Patterns
Import 3D Files,Imports one or more 3D models into a multipatch feature class.,NA,Spatial Statistics toolbox,Analyzing Patterns
Layer 3D To Feature Class,Exports feature layers with 3D display properties to 3D lines or multipatch features.,NA,Spatial Statistics toolbox,Analyzing Patterns
ASCII 3D To Feature Class,"Imports 3D features from one or more ASCII files stored in XYZ, XYZI, or GENERATE formats into a new feature class.",NA,Spatial Statistics toolbox,Mapping Clusters
Feature Class Z To ASCII,"Exports 3D features to ASCII text files storing GENERATE, XYZ, or profile data.",NA,Spatial Statistics toolbox,Mapping Clusters
Feature To 3D By Attribute,Creates 3D features using height values derived from the attribute of the input features.,NA,Spatial Statistics toolbox,Mapping Clusters
Features From CityEngine Rules,Generates 3D geometries  from existing 2D and 3D input features using rules authored in ArcGIS CityEngine.,NA,Spatial Statistics toolbox,Mapping Clusters
Import 3D Files,Imports one or more 3D models into a multipatch feature class.,NA,Spatial Statistics toolbox,Mapping Clusters
Layer 3D To Feature Class,Exports feature layers with 3D display properties to 3D lines or multipatch features.,NA,Spatial Statistics toolbox,Mapping Clusters
ASCII 3D To Feature Class,"Imports 3D features from one or more ASCII files stored in XYZ, XYZI, or GENERATE formats into a new feature class.",NA,Spatial Statistics toolbox,Measuring Geographic Distributions
Feature Class Z To ASCII,"Exports 3D features to ASCII text files storing GENERATE, XYZ, or profile data.",NA,Spatial Statistics toolbox,Measuring Geographic Distributions
Feature To 3D By Attribute,Creates 3D features using height values derived from the attribute of the input features.,NA,Spatial Statistics toolbox,Measuring Geographic Distributions
Features From CityEngine Rules,Generates 3D geometries  from existing 2D and 3D input features using rules authored in ArcGIS CityEngine.,NA,Spatial Statistics toolbox,Measuring Geographic Distributions
Import 3D Files,Imports one or more 3D models into a multipatch feature class.,NA,Spatial Statistics toolbox,Measuring Geographic Distributions
Layer 3D To Feature Class,Exports feature layers with 3D display properties to 3D lines or multipatch features.,NA,Spatial Statistics toolbox,Measuring Geographic Distributions
ASCII 3D To Feature Class,"Imports 3D features from one or more ASCII files stored in XYZ, XYZI, or GENERATE formats into a new feature class.",NA,Spatial Statistics toolbox,Modeling Spatial Relationships
Feature Class Z To ASCII,"Exports 3D features to ASCII text files storing GENERATE, XYZ, or profile data.",NA,Spatial Statistics toolbox,Modeling Spatial Relationships
Feature To 3D By Attribute,Creates 3D features using height values derived from the attribute of the input features.,NA,Spatial Statistics toolbox,Modeling Spatial Relationships
Features From CityEngine Rules,Generates 3D geometries  from existing 2D and 3D input features using rules authored in ArcGIS CityEngine.,NA,Spatial Statistics toolbox,Modeling Spatial Relationships
Import 3D Files,Imports one or more 3D models into a multipatch feature class.,NA,Spatial Statistics toolbox,Modeling Spatial Relationships
Layer 3D To Feature Class,Exports feature layers with 3D display properties to 3D lines or multipatch features.,NA,Spatial Statistics toolbox,Modeling Spatial Relationships
ASCII 3D To Feature Class,"Imports 3D features from one or more ASCII files stored in XYZ, XYZI, or GENERATE formats into a new feature class.",NA,Spatial Statistics toolbox,Utilities
Feature Class Z To ASCII,"Exports 3D features to ASCII text files storing GENERATE, XYZ, or profile data.",NA,Spatial Statistics toolbox,Utilities
Feature To 3D By Attribute,Creates 3D features using height values derived from the attribute of the input features.,NA,Spatial Statistics toolbox,Utilities
Features From CityEngine Rules,Generates 3D geometries  from existing 2D and 3D input features using rules authored in ArcGIS CityEngine.,NA,Spatial Statistics toolbox,Utilities
Import 3D Files,Imports one or more 3D models into a multipatch feature class.,NA,Spatial Statistics toolbox,Utilities
Layer 3D To Feature Class,Exports feature layers with 3D display properties to 3D lines or multipatch features.,NA,Spatial Statistics toolbox,Utilities
ASCII 3D To Feature Class,"Imports 3D features from one or more ASCII files stored in XYZ, XYZI, or GENERATE formats into a new feature class.",NA,Territory Design toolbox,Analysis
Feature Class Z To ASCII,"Exports 3D features to ASCII text files storing GENERATE, XYZ, or profile data.",NA,Territory Design toolbox,Analysis
Feature To 3D By Attribute,Creates 3D features using height values derived from the attribute of the input features.,NA,Territory Design toolbox,Analysis
Features From CityEngine Rules,Generates 3D geometries  from existing 2D and 3D input features using rules authored in ArcGIS CityEngine.,NA,Territory Design toolbox,Analysis
Import 3D Files,Imports one or more 3D models into a multipatch feature class.,NA,Territory Design toolbox,Analysis
Layer 3D To Feature Class,Exports feature layers with 3D display properties to 3D lines or multipatch features.,NA,Territory Design toolbox,Analysis
ASCII 3D To Feature Class,"Imports 3D features from one or more ASCII files stored in XYZ, XYZI, or GENERATE formats into a new feature class.",NA,Territory Design toolbox,Territory Solution
Feature Class Z To ASCII,"Exports 3D features to ASCII text files storing GENERATE, XYZ, or profile data.",NA,Territory Design toolbox,Territory Solution
Feature To 3D By Attribute,Creates 3D features using height values derived from the attribute of the input features.,NA,Territory Design toolbox,Territory Solution
Features From CityEngine Rules,Generates 3D geometries  from existing 2D and 3D input features using rules authored in ArcGIS CityEngine.,NA,Territory Design toolbox,Territory Solution
Import 3D Files,Imports one or more 3D models into a multipatch feature class.,NA,Territory Design toolbox,Territory Solution
Layer 3D To Feature Class,Exports feature layers with 3D display properties to 3D lines or multipatch features.,NA,Territory Design toolbox,Territory Solution
ASCII 3D To Feature Class,"Imports 3D features from one or more ASCII files stored in XYZ, XYZI, or GENERATE formats into a new feature class.",NA,Topographic Production toolbox,Cartography
Feature Class Z To ASCII,"Exports 3D features to ASCII text files storing GENERATE, XYZ, or profile data.",NA,Topographic Production toolbox,Cartography
Feature To 3D By Attribute,Creates 3D features using height values derived from the attribute of the input features.,NA,Topographic Production toolbox,Cartography
Features From CityEngine Rules,Generates 3D geometries  from existing 2D and 3D input features using rules authored in ArcGIS CityEngine.,NA,Topographic Production toolbox,Cartography
Import 3D Files,Imports one or more 3D models into a multipatch feature class.,NA,Topographic Production toolbox,Cartography
Layer 3D To Feature Class,Exports feature layers with 3D display properties to 3D lines or multipatch features.,NA,Topographic Production toolbox,Cartography
ASCII 3D To Feature Class,"Imports 3D features from one or more ASCII files stored in XYZ, XYZI, or GENERATE formats into a new feature class.",NA,Topographic Production toolbox,Data Management
Feature Class Z To ASCII,"Exports 3D features to ASCII text files storing GENERATE, XYZ, or profile data.",NA,Topographic Production toolbox,Data Management
Feature To 3D By Attribute,Creates 3D features using height values derived from the attribute of the input features.,NA,Topographic Production toolbox,Data Management
Features From CityEngine Rules,Generates 3D geometries  from existing 2D and 3D input features using rules authored in ArcGIS CityEngine.,NA,Topographic Production toolbox,Data Management
Import 3D Files,Imports one or more 3D models into a multipatch feature class.,NA,Topographic Production toolbox,Data Management
Layer 3D To Feature Class,Exports feature layers with 3D display properties to 3D lines or multipatch features.,NA,Topographic Production toolbox,Data Management
ASCII 3D To Feature Class,"Imports 3D features from one or more ASCII files stored in XYZ, XYZI, or GENERATE formats into a new feature class.",NA,Topographic Production toolbox,Workflow
Feature Class Z To ASCII,"Exports 3D features to ASCII text files storing GENERATE, XYZ, or profile data.",NA,Topographic Production toolbox,Workflow
Feature To 3D By Attribute,Creates 3D features using height values derived from the attribute of the input features.,NA,Topographic Production toolbox,Workflow
Features From CityEngine Rules,Generates 3D geometries  from existing 2D and 3D input features using rules authored in ArcGIS CityEngine.,NA,Topographic Production toolbox,Workflow
Import 3D Files,Imports one or more 3D models into a multipatch feature class.,NA,Topographic Production toolbox,Workflow
Layer 3D To Feature Class,Exports feature layers with 3D display properties to 3D lines or multipatch features.,NA,Topographic Production toolbox,Workflow
ASCII 3D To Feature Class,"Imports 3D features from one or more ASCII files stored in XYZ, XYZI, or GENERATE formats into a new feature class.",NA,Workflow Manager toolbox,Configuration
Feature Class Z To ASCII,"Exports 3D features to ASCII text files storing GENERATE, XYZ, or profile data.",NA,Workflow Manager toolbox,Configuration
Feature To 3D By Attribute,Creates 3D features using height values derived from the attribute of the input features.,NA,Workflow Manager toolbox,Configuration
